#This is a tab-delimited file. Additional Documentation can be found at http://www.mothur.org/wiki/MIMarks_Data_Packages.
#Please fill all the required fields indicated with '*'
#Unknown or inapplicable fields can be assigned 'missing' value.
#You may add extra custom fields to this template. Make sure all the fields are separated by tabs.
#You may remove any fields not required (marked with '*'). Make sure all the fields are separated by tabs.
#You can edit this template using Microsoft Excel or any other editor. But while saving the file please make sure to save them as 'TAB-DELIMITED' TEXT FILE.
#MIMARKS.survey.host-associated.4.0
#{sample name}	{description of sample}	{sample title}	{description of library_construction_protocol}	{http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Undef&id=408169&lvl=3&keep=1&srchmode=1&unlock}	{Date of sampling, in "DD-Mmm-YYYY", "Mmm-YYYY" or "YYYY" format (eg., 30-Oct-1990, Oct-1990 or 1990) or ISO 8601 standard "YYYY-mm-dd", "YYYY-mm" or "YYYY-mm-ddThh:mm:ss" (eg., 1990-10-30, 1990-10 or 1990-10-30T14:41:36)}	{descriptor of the broad ecological context of a sample. Examples include: desert, taiga, deciduous woodland, or coral reef. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO}	{descriptor of the local environment. Examples include: harbor, cliff, or lake. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO}	{material that was displaced by the sample, or material in which a sample was embedded, prior to the sampling event. Examples include: air, soil, or water. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO}	{Geographical origin of the sample; use the appropriate name from this list http://www.insdc.org/documents/country-qualifier-vocabulary. Use a colon to separate the country or ocean from more detailed information about the location, eg "Canada: Vancouver" or "Germany: halfway down Zugspitze, Alps"}	{The natural (as opposed to laboratory) host to the organism from which the sample was obtained. Use the full taxonomic name, eg, "Homo sapiens".}	{The geographical coordinates of the location where the sample was collected. Specify as degrees latitude and longitude in format "d[d.dddd] N|S d[dd.dddd] W|E", eg, 38.98 N 77.11 W}
#{text}	{text}	{text}	{text}	{controlled vacabulary}	{{timestamp}}	{{term}}	{{term}}	{{term}}	{{term}:{term}:{text}}	{{none}}	{{float} {float}}
group	mouse_id	day	weight	cfu	antibiotic	collection_date	treatment_diluton	metadata_label	exp	dob	cage	outcome	timepoint	sample_name	description	sample_title	seq_methods	organism	env_biome	env_feature	env_material	geo_loc_name	host	lat_lon
F_8_L_d10	F_8_L	10	27	0	Streptomycin	2019-08-24	-1	F_8_L_d10	8	2019-05-29	F8	cleared	dpi	F_8_L_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse F_8_L cage F8 , which received the fecal community transplant treatment -1	Mouse F_8_L , Day 10 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
F_8_R_d10	F_8_R	10	24.1	0	Streptomycin	2019-08-24	-1	F_8_R_d10	8	2019-05-29	F8	cleared	dpi	F_8_R_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse F_8_R cage F8 , which received the fecal community transplant treatment -1	Mouse F_8_R , Day 10 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
M_8_0_d10	M_8_0	10	26.7	0	Streptomycin	2019-08-24	-2	M_8_0_d10	8	2019-05-30	M8	cleared	dpi	M_8_0_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse M_8_0 cage M8 , which received the fecal community transplant treatment -2	Mouse M_8_0 , Day 10 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
M_8_LR_d10	M_8_LR	10	25.6	0	Streptomycin	2019-08-24	-2	M_8_LR_d10	8	2019-05-30	M8	cleared	dpi	M_8_LR_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse M_8_LR cage M8 , which received the fecal community transplant treatment -2	Mouse M_8_LR , Day 10 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
L_8_L_d10	L_8_L	10	23.8	200	Streptomycin	2019-08-24	-3	L_8_L_d10	8	2019-05-30	L8	cleared	dpi	L_8_L_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse L_8_L cage L8 , which received the fecal community transplant treatment -3	Mouse L_8_L , Day 10 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
L_8_R_d10	L_8_R	10	26.6	0	Streptomycin	2019-08-24	-3	L_8_R_d10	8	2019-05-30	L8	cleared	dpi	L_8_R_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse L_8_R cage L8 , which received the fecal community transplant treatment -3	Mouse L_8_R , Day 10 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
4_8_0_d10	-4_8_0	10	25.9	112266.6667	Streptomycin	2019-08-24	-4	4_8_0_d10	8	2019-05-30	-4_8	colonized	dpi	4_8_0_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse -4_8_0 cage -4_8 , which received the fecal community transplant treatment -4	Mouse -4_8_0 , Day 10 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
4_8_LR_d10	-4_8_LR	10	24.7	28400	Streptomycin	2019-08-24	-4	4_8_LR_d10	8	2019-05-30	-4_8	colonized	dpi	4_8_LR_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse -4_8_LR cage -4_8 , which received the fecal community transplant treatment -4	Mouse -4_8_LR , Day 10 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
5_8_L_d10	-5_8_L	10	26.7	1800000	Streptomycin	2019-08-24	-5	5_8_L_d10	8	2019-05-30	-5_8	colonized	dpi	5_8_L_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse -5_8_L cage -5_8 , which received the fecal community transplant treatment -5	Mouse -5_8_L , Day 10 Treatment -5	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
5_8_R_d10	-5_8_R	10	26.2	3600000	Streptomycin	2019-08-24	-5	5_8_R_d10	8	2019-05-30	-5_8	colonized	dpi	5_8_R_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse -5_8_R cage -5_8 , which received the fecal community transplant treatment -5	Mouse -5_8_R , Day 10 Treatment -5	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
6_8_0_d10	-6_8_0	10	28.8	3190000	Streptomycin	2019-08-24	-6	6_8_0_d10	8	2019-05-27	-6_8	colonized	dpi	6_8_0_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse -6_8_0 cage -6_8 , which received the fecal community transplant treatment -6	Mouse -6_8_0 , Day 10 Treatment -6	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
6_8_R_d10	-6_8_R	10	28.6	2680000	Streptomycin	2019-08-24	-6	6_8_R_d10	8	2019-05-27	-6_8	colonized	dpi	6_8_R_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse -6_8_R cage -6_8 , which received the fecal community transplant treatment -6	Mouse -6_8_R , Day 10 Treatment -6	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_8_0_d15	NT_8_0	15	28	51800000	Streptomycin	2019-08-29	PBS	NT_8_0_d15	8	2019-05-29	N8	colonized	dpi	NT_8_0_d15	Day 15 ,relative to C. difficile challenge, fecal sample from mouse NT_8_0 cage N8 , which received the fecal community transplant treatment PBS	Mouse NT_8_0 , Day 15 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_8_LR_d15	NT_8_LR	15	27	57000000	Streptomycin	2019-08-29	PBS	NT_8_LR_d15	8	2019-05-29	N8	colonized	dpi	NT_8_LR_d15	Day 15 ,relative to C. difficile challenge, fecal sample from mouse NT_8_LR cage N8 , which received the fecal community transplant treatment PBS	Mouse NT_8_LR , Day 15 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
F_8_L_d15	F_8_L	15	26.8	0	Streptomycin	2019-08-29	-1	F_8_L_d15	8	2019-05-29	F8	cleared	dpi	F_8_L_d15	Day 15 ,relative to C. difficile challenge, fecal sample from mouse F_8_L cage F8 , which received the fecal community transplant treatment -1	Mouse F_8_L , Day 15 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
F_8_R_d15	F_8_R	15	24.3	0	Streptomycin	2019-08-29	-1	F_8_R_d15	8	2019-05-29	F8	cleared	dpi	F_8_R_d15	Day 15 ,relative to C. difficile challenge, fecal sample from mouse F_8_R cage F8 , which received the fecal community transplant treatment -1	Mouse F_8_R , Day 15 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
M_8_0_d15	M_8_0	15	27.8	0	Streptomycin	2019-08-29	-2	M_8_0_d15	8	2019-05-30	M8	cleared	dpi	M_8_0_d15	Day 15 ,relative to C. difficile challenge, fecal sample from mouse M_8_0 cage M8 , which received the fecal community transplant treatment -2	Mouse M_8_0 , Day 15 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
M_8_LR_d15	M_8_LR	15	26.6	0	Streptomycin	2019-08-29	-2	M_8_LR_d15	8	2019-05-30	M8	cleared	dpi	M_8_LR_d15	Day 15 ,relative to C. difficile challenge, fecal sample from mouse M_8_LR cage M8 , which received the fecal community transplant treatment -2	Mouse M_8_LR , Day 15 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
L_8_L_d15	L_8_L	15	24.3	0	Streptomycin	2019-08-29	-3	L_8_L_d15	8	2019-05-30	L8	cleared	dpi	L_8_L_d15	Day 15 ,relative to C. difficile challenge, fecal sample from mouse L_8_L cage L8 , which received the fecal community transplant treatment -3	Mouse L_8_L , Day 15 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
L_8_R_d15	L_8_R	15	27.2	0	Streptomycin	2019-08-29	-3	L_8_R_d15	8	2019-05-30	L8	cleared	dpi	L_8_R_d15	Day 15 ,relative to C. difficile challenge, fecal sample from mouse L_8_R cage L8 , which received the fecal community transplant treatment -3	Mouse L_8_R , Day 15 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
4_8_0_d15	-4_8_0	15	26	43400	Streptomycin	2019-08-29	-4	4_8_0_d15	8	2019-05-30	-4_8	colonized	dpi	4_8_0_d15	Day 15 ,relative to C. difficile challenge, fecal sample from mouse -4_8_0 cage -4_8 , which received the fecal community transplant treatment -4	Mouse -4_8_0 , Day 15 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
4_8_LR_d15	-4_8_LR	15	24.9	26266.66667	Streptomycin	2019-08-29	-4	4_8_LR_d15	8	2019-05-30	-4_8	colonized	dpi	4_8_LR_d15	Day 15 ,relative to C. difficile challenge, fecal sample from mouse -4_8_LR cage -4_8 , which received the fecal community transplant treatment -4	Mouse -4_8_LR , Day 15 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
5_8_L_d15	-5_8_L	15	26.6	3320000	Streptomycin	2019-08-29	-5	5_8_L_d15	8	2019-05-30	-5_8	colonized	dpi	5_8_L_d15	Day 15 ,relative to C. difficile challenge, fecal sample from mouse -5_8_L cage -5_8 , which received the fecal community transplant treatment -5	Mouse -5_8_L , Day 15 Treatment -5	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
5_8_R_d15	-5_8_R	15	26.4	6480000	Streptomycin	2019-08-29	-5	5_8_R_d15	8	2019-05-30	-5_8	colonized	dpi	5_8_R_d15	Day 15 ,relative to C. difficile challenge, fecal sample from mouse -5_8_R cage -5_8 , which received the fecal community transplant treatment -5	Mouse -5_8_R , Day 15 Treatment -5	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
6_8_0_d15	-6_8_0	15	29.1	8930000	Streptomycin	2019-08-29	-6	6_8_0_d15	8	2019-05-27	-6_8	colonized	dpi	6_8_0_d15	Day 15 ,relative to C. difficile challenge, fecal sample from mouse -6_8_0 cage -6_8 , which received the fecal community transplant treatment -6	Mouse -6_8_0 , Day 15 Treatment -6	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
6_8_R_d15	-6_8_R	15	28.2	9650000	Streptomycin	2019-08-29	-6	6_8_R_d15	8	2019-05-27	-6_8	colonized	dpi	6_8_R_d15	Day 15 ,relative to C. difficile challenge, fecal sample from mouse -6_8_R cage -6_8 , which received the fecal community transplant treatment -6	Mouse -6_8_R , Day 15 Treatment -6	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_8_0_d21	NT_8_0	21	28.3	50600000	Streptomycin	2019-09-04	PBS	NT_8_0_d21	8	2019-05-29	N8	colonized	dpi	NT_8_0_d21	Day 21 ,relative to C. difficile challenge, fecal sample from mouse NT_8_0 cage N8 , which received the fecal community transplant treatment PBS	Mouse NT_8_0 , Day 21 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_8_LR_d21	NT_8_LR	21	27	146000000	Streptomycin	2019-09-04	PBS	NT_8_LR_d21	8	2019-05-29	N8	colonized	dpi	NT_8_LR_d21	Day 21 ,relative to C. difficile challenge, fecal sample from mouse NT_8_LR cage N8 , which received the fecal community transplant treatment PBS	Mouse NT_8_LR , Day 21 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
F_8_L_d21	F_8_L	21	27	0	Streptomycin	2019-09-04	-1	F_8_L_d21	8	2019-05-29	F8	cleared	dpi	F_8_L_d21	Day 21 ,relative to C. difficile challenge, fecal sample from mouse F_8_L cage F8 , which received the fecal community transplant treatment -1	Mouse F_8_L , Day 21 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
F_8_R_d21	F_8_R	21	24.8	0	Streptomycin	2019-09-04	-1	F_8_R_d21	8	2019-05-29	F8	cleared	dpi	F_8_R_d21	Day 21 ,relative to C. difficile challenge, fecal sample from mouse F_8_R cage F8 , which received the fecal community transplant treatment -1	Mouse F_8_R , Day 21 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
M_8_0_d21	M_8_0	21	28.7	0	Streptomycin	2019-09-04	-2	M_8_0_d21	8	2019-05-30	M8	cleared	dpi	M_8_0_d21	Day 21 ,relative to C. difficile challenge, fecal sample from mouse M_8_0 cage M8 , which received the fecal community transplant treatment -2	Mouse M_8_0 , Day 21 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
M_8_LR_d21	M_8_LR	21	28	0	Streptomycin	2019-09-04	-2	M_8_LR_d21	8	2019-05-30	M8	cleared	dpi	M_8_LR_d21	Day 21 ,relative to C. difficile challenge, fecal sample from mouse M_8_LR cage M8 , which received the fecal community transplant treatment -2	Mouse M_8_LR , Day 21 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
L_8_L_d21	L_8_L	21	25.7	0	Streptomycin	2019-09-04	-3	L_8_L_d21	8	2019-05-30	L8	cleared	dpi	L_8_L_d21	Day 21 ,relative to C. difficile challenge, fecal sample from mouse L_8_L cage L8 , which received the fecal community transplant treatment -3	Mouse L_8_L , Day 21 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
L_8_R_d21	L_8_R	21	28.3	0	Streptomycin	2019-09-04	-3	L_8_R_d21	8	2019-05-30	L8	cleared	dpi	L_8_R_d21	Day 21 ,relative to C. difficile challenge, fecal sample from mouse L_8_R cage L8 , which received the fecal community transplant treatment -3	Mouse L_8_R , Day 21 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
4_8_0_d21	-4_8_0	21	27	10600	Streptomycin	2019-09-04	-4	4_8_0_d21	8	2019-05-30	-4_8	colonized	dpi	4_8_0_d21	Day 21 ,relative to C. difficile challenge, fecal sample from mouse -4_8_0 cage -4_8 , which received the fecal community transplant treatment -4	Mouse -4_8_0 , Day 21 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
4_8_LR_d21	-4_8_LR	21	24.8	11000	Streptomycin	2019-09-04	-4	4_8_LR_d21	8	2019-05-30	-4_8	colonized	dpi	4_8_LR_d21	Day 21 ,relative to C. difficile challenge, fecal sample from mouse -4_8_LR cage -4_8 , which received the fecal community transplant treatment -4	Mouse -4_8_LR , Day 21 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
5_8_L_d21	-5_8_L	21	27.1	2300000	Streptomycin	2019-09-04	-5	5_8_L_d21	8	2019-05-30	-5_8	colonized	dpi	5_8_L_d21	Day 21 ,relative to C. difficile challenge, fecal sample from mouse -5_8_L cage -5_8 , which received the fecal community transplant treatment -5	Mouse -5_8_L , Day 21 Treatment -5	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
5_8_R_d21	-5_8_R	21	26.3	2660000	Streptomycin	2019-09-04	-5	5_8_R_d21	8	2019-05-30	-5_8	colonized	dpi	5_8_R_d21	Day 21 ,relative to C. difficile challenge, fecal sample from mouse -5_8_R cage -5_8 , which received the fecal community transplant treatment -5	Mouse -5_8_R , Day 21 Treatment -5	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
6_8_0_d21	-6_8_0	21	29.7	6400000	Streptomycin	2019-09-04	-6	6_8_0_d21	8	2019-05-27	-6_8	colonized	dpi	6_8_0_d21	Day 21 ,relative to C. difficile challenge, fecal sample from mouse -6_8_0 cage -6_8 , which received the fecal community transplant treatment -6	Mouse -6_8_0 , Day 21 Treatment -6	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
6_8_R_d21	-6_8_R	21	29.1	6800000	Streptomycin	2019-09-04	-6	6_8_R_d21	8	2019-05-27	-6_8	colonized	dpi	6_8_R_d21	Day 21 ,relative to C. difficile challenge, fecal sample from mouse -6_8_R cage -6_8 , which received the fecal community transplant treatment -6	Mouse -6_8_R , Day 21 Treatment -6	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_9_0_dminus2	NT_9_0	-2	24.5	0	Clindamycin	2019-11-12	PBS	NT_9_0_dminus2	9	2019-08-19	NT_9	cleared	initial	NT_9_0_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse NT_9_0 cage NT_9 , which received the fecal community transplant treatment PBS	Mouse NT_9_0 , Day -2 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_9_R_dminus2	NT_9_R	-2	29	0	Clindamycin	2019-11-12	PBS	NT_9_R_dminus2	9	2019-08-19	NT_9	cleared	initial	NT_9_R_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse NT_9_R cage NT_9 , which received the fecal community transplant treatment PBS	Mouse NT_9_R , Day -2 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_9_0_dminus2	-3_9_0	-2	22.4	0	Clindamycin	2019-11-12	-3	3_9_0_dminus2	9	2019-09-19	-3_9	cleared	initial	3_9_0_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse -3_9_0 cage -3_9 , which received the fecal community transplant treatment -3	Mouse -3_9_0 , Day -2 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_9_R_dminus2	-3_9_R	-2	25	0	Clindamycin	2019-11-12	-3	3_9_R_dminus2	9	2019-09-19	-3_9	cleared	initial	3_9_R_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse -3_9_R cage -3_9 , which received the fecal community transplant treatment -3	Mouse -3_9_R , Day -2 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_9_60_dminus2	-3_9_60	-2	25	0	Clindamycin	2019-11-12	-3	3_9_60_dminus2	9	2019-09-19	-3_6_9	cleared	initial	3_9_60_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse -3_9_60 cage -3_6_9 , which received the fecal community transplant treatment -3	Mouse -3_9_60 , Day -2 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_9_6R_dminus2	-3_9_6R	-2	24.3	0	Clindamycin	2019-11-12	-3	3_9_6R_dminus2	9	2019-09-19	-3_6_9	cleared	initial	3_9_6R_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse -3_9_6R cage -3_6_9 , which received the fecal community transplant treatment -3	Mouse -3_9_6R , Day -2 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_9_0_dminus2	-2_9_0	-2	29	0	Clindamycin	2019-11-12	-2	2_9_0_dminus2	9	2019-08-21	-2_9	cleared	initial	2_9_0_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse -2_9_0 cage -2_9 , which received the fecal community transplant treatment -2	Mouse -2_9_0 , Day -2 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_9_L_dminus2	-2_9_L	-2	28.8	0	Clindamycin	2019-11-12	-2	2_9_L_dminus2	9	2019-08-21	-2_9	cleared	initial	2_9_L_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse -2_9_L cage -2_9 , which received the fecal community transplant treatment -2	Mouse -2_9_L , Day -2 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
